# Statically-linked library FUNCTION labels (NAFXCW, LIBCMT, LIBCIMT,
# DINPUT, DPLAYX, MSVC-EH/THUNK asm carve-outs, GAME-ASM): RVAs proven NOT
# reconstructable game C++, excluded from the match denominator. Label-only -
# no sizes; extents come from functions.tsv. HIGH/MED/AMBIG/CRUNTIME rows are
# active claims; LOW rows are diagnostic leads only (core/library_labels.py).
# An rva may carry SEVERAL rows: alias spellings / independent provenance for
# the same body. Rows sorted by rva; merge per ROW, never wholesale.
# HAND-OWNED: the FID regeneration pipeline is retired (it was not
# reproducible on Ghidra 12 anyway); edit rows directly, merge per ROW.
rva	name	lib	confidence	source
0x11d72f	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11d767	?AddBitmap@CToolBarCtrl@@QAEHHPAVCBitmap@@@Z	NAFXCW	HIGH	anchored
0x11d79b	?AddBitmap@CToolBarCtrl@@QAEHHI@Z	NAFXCW	HIGH	anchored
0x11d7d2	?SaveState@CToolBarCtrl@@QAEXPAUHKEY__@@PBD1@Z	NAFXCW	HIGH	anchored
0x11d802	?RestoreState@CToolBarCtrl@@QAEXPAUHKEY__@@PBD1@Z	NAFXCW	HIGH	anchored
0x11d832	?AddString@CToolBarCtrl@@QAEHI@Z	NAFXCW	HIGH	anchored
0x11d858	?OnCreate@CToolBarCtrl@@IAEHPAUtagCREATESTRUCTA@@@Z	NAFXCW	HIGH	anchored
0x11d881	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11d8ba	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11d8f2	?GetText@CStatusBarCtrl@@QBEHPBDHPAH@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11d91d	?GetText@CStatusBarCtrl@@QBE?AVCString@@HPAH@Z	NAFXCW	HIGH	anchored
0x11d9bc	?GetTextLength@CStatusBarCtrl@@QBEHHPAH@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11d9e5	?GetBorders@CStatusBarCtrl@@QBEHAAH00@Z	NAFXCW	HIGH	anchored
0x11da22	?OnChildNotify@CButton@@MAEHIIJPAJ@Z	NAFXCW	AMBIG	anchored
0x11da56	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11da8f	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11dac7	?GetItemRect@CListCtrl@@QBEHHPAUtagRECT@@I@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11dae7	?InsertColumn@CListCtrl@@QAEHHPBDHHH@Z	NAFXCW	HIGH	anchored
0x11db3a	?InsertItem@CListCtrl@@QAEHIHPBDIIHJ@Z	NAFXCW	HIGH	anchored
0x11db86	?HitTest@CListCtrl@@QBEHVCPoint@@PAI@Z	NAFXCW	HIGH	anchored
0x11dbbc	?SetItem@CListCtrl@@QAEHHHIPBDHIIJ@Z	NAFXCW	HIGH	anchored
0x11dc0a	?GetItemText@CListCtrl@@QBE?AVCString@@HH@Z	NAFXCW	HIGH	anchored
0x11dcaf	?GetItemText@CListCtrl@@QBEHHHPADH@Z	NAFXCW	HIGH	anchored
0x11dcf4	?GetItemData@CListCtrl@@QBEKH@Z	NAFXCW	HIGH	anchored
0x11dd39	?OnChildNotify@CButton@@MAEHIIJPAJ@Z	NAFXCW	AMBIG	anchored
0x11dd67	?RemoveImageList@CListView@@IAEXH@Z	NAFXCW	AMBIG	anchored
0x11dda0	?OnNcDestroy@CListView@@QAEXXZ	NAFXCW	AMBIG	anchored
0x11ddc5	?CreateDragImage@CListCtrl@@QAEPAVCImageList@@HPAUtagPOINT@@@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11de30	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11de69	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11dea1	?GetItemRect@CTreeCtrl@@QBEHPAU_TREEITEM@@PAUtagRECT@@H@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11dec1	?GetItemText@CTreeCtrl@@QBE?AVCString@@PAU_TREEITEM@@@Z	NAFXCW	HIGH	anchored
0x11df61	?GetItemImage@CTreeCtrl@@QBEHPAU_TREEITEM@@AAH1@Z	NAFXCW	HIGH	anchored
0x11dfa0	?GetItemState@CTreeCtrl@@QBEIPAU_TREEITEM@@I@Z	NAFXCW	HIGH	anchored
0x11dfd8	?GetItemData@CTreeCtrl@@QBEKPAU_TREEITEM@@@Z	NAFXCW	HIGH	anchored
0x11e006	?ItemHasChildren@CTreeCtrl@@QBEHPAU_TREEITEM@@@Z	NAFXCW	HIGH	anchored
0x11e034	?SetItem@CTreeCtrl@@QAEHPAU_TREEITEM@@IPBDHHIIJ@Z	NAFXCW	HIGH	anchored
0x11e082	?InsertItem@CTreeCtrl@@QAEPAU_TREEITEM@@IPBDHHIIJPAU2@1@Z	NAFXCW	HIGH	anchored
0x11e0d6	?HitTest@CTreeCtrl@@QBEPAU_TREEITEM@@VCPoint@@PAI@Z	NAFXCW	HIGH	anchored
0x11e10c	?RemoveImageList@CTreeView@@IAEXH@Z	NAFXCW	AMBIG	anchored
0x11e145	?OnDestroy@CTreeView@@QAEXXZ	NAFXCW	AMBIG	anchored
0x11e161	?CreateDragImage@CTreeCtrl@@QAEPAVCImageList@@PAU_TREEITEM@@@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11e1c4	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e1fd	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e235	?GetRange@CSpinButtonCtrl@@QBEXAAH0@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11e261	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e29a	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e2d2	?GetRange@CSliderCtrl@@QBEXAAH0@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11e309	?SetRange@CSliderCtrl@@QAEXHHH@Z	NAFXCW	HIGH	anchored
0x11e33c	?GetSelection@CSliderCtrl@@QBEXAAH0@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11e373	?SetSelection@CSliderCtrl@@QAEXHH@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11e3a2	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e3db	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e413	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e44c	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e487	?OnChildNotify@CButton@@MAEHIIJPAJ@Z	NAFXCW	AMBIG	anchored
0x11e4b5	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e4ee	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e526	?GetHotKey@CHotKeyCtrl@@QBEXAAG0@Z	NAFXCW	HIGH	offstart-ghidra-missed
0x11e55b	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e594	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e5cf	?OnChildNotify@CButton@@MAEHIIJPAJ@Z	NAFXCW	AMBIG	anchored
0x11e5fd	?OnDestroy@CTabCtrl@@IAEXXZ	NAFXCW	HIGH	anchored
0x11e637	?Create@CToolBarCtrl@@QAEHKABUtagRECT@@PAVCWnd@@I@Z	NAFXCW	AMBIG	anchored
0x11e670	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e6a8	??1CDialogBar@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e6e0	??0CImageList@@QAE@XZ	NAFXCW	HIGH	manual-stub-reclass
0x11e6ed	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11e709	??1CInternetSession@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11e73c	?Detach@CImageList@@QAEPAU_IMAGELIST@@XZ	NAFXCW	AMBIG	anchored
0x11e766	?afxMapHIMAGELIST@@YAPAVCHandleMap@@H@Z	NAFXCW	HIGH	anchored
0x11e7d6	?DeleteImageList@CImageList@@QAEHXZ	NAFXCW	AMBIG	anchored
0x11e7ec	?DeleteTempMap@CWnd@@SGXXZ	NAFXCW	AMBIG	anchored
0x11e816	?FromHandlePermanent@CWnd@@SGPAV1@PAUHWND__@@@Z	NAFXCW	AMBIG	anchored
0x11e832	?Create@CImageList@@QAEHHHIHH@Z	NAFXCW	HIGH	anchored
0x11e85a	?Create@CImageList@@QAEHIHHK@Z	NAFXCW	AMBIG	anchored
0x11e88c	?Create@CImageList@@QAEHIHHK@Z	NAFXCW	AMBIG	anchored
0x11e8be	?Create@CImageList@@QAEHAAV1@H0HHH@Z	NAFXCW	HIGH	anchored
0x11e8ef	?Attach@CImageList@@QAEHPAU_IMAGELIST@@@Z	NAFXCW	AMBIG	anchored
0x11e91c	?Read@CImageList@@QAEHPAVCArchive@@@Z	NAFXCW	HIGH	anchored
0x11e949	?Write@CImageList@@QAEHPAVCArchive@@@Z	NAFXCW	HIGH	anchored
0x11e96d	?GetCurSel@CListBox@@QBEHXZ	NAFXCW	HIGH	anchored
0x11e980	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11e99c	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11e9b8	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11e9d4	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11e9f0	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ea0c	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ea28	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ea44	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ea60	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ea7c	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ea98	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11eab4	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ead0	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11eaec	??1CException@@UAE@XZ	NAFXCW	HIGH	anchored
0x11eaf3	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11eb0f	??1CFileException@@UAE@XZ	NAFXCW	HIGH	anchored
0x11eb43	?SetFilePath@CFile@@UAEXPBD@Z	NAFXCW	MEDIUM	anchored
0x11eb52	??6CArchive@@QAEAAV0@E@Z	NAFXCW	HIGH	anchored
0x11eb75	??6CArchive@@QAEAAV0@G@Z	NAFXCW	HIGH	anchored
0x11eb9c	??6CArchive@@QAEAAV0@K@Z	NAFXCW	AMBIG	anchored
0x11ebc2	??5CArchive@@QAEAAV0@AAE@Z	NAFXCW	HIGH	anchored
0x11ebf1	??5CArchive@@QAEAAV0@AAG@Z	NAFXCW	HIGH	anchored
0x11ec24	??5CArchive@@QAEAAV0@AAK@Z	NAFXCW	AMBIG	anchored
0x11ec56	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ec72	??0CMemoryException@@QAE@HI@Z	NAFXCW	AMBIG	anchored
0x11ec9c	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ecb8	mfc_exception_base_dtor_11ecb8	NAFXCW	MED	manual-stub-reclass
0x11ecbf	??0CMemoryException@@QAE@HI@Z	NAFXCW	AMBIG	anchored
0x11ece9	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ed05	mfc_exception_base_dtor_11ed05	NAFXCW	MED	manual-stub-reclass
0x11ed0c	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ed28	??1CInternetSession@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11ed5b	??0CLongBinary@@QAE@XZ	NAFXCW	MED	manual-unmatched-library-audit
0x11ed68	??0CArchiveStream@@QAE@PAVCArchive@@@Z	NAFXCW	AMBIG	anchored
0x11ed85	?QueryInterface@CArchiveStream@@UAGJABU_GUID@@PAPAX@Z	NAFXCW	HIGH	anchored
0x11edc9	?Read@CArchiveStream@@UAGJPAXKPAK@Z	NAFXCW	MED	manual-unmatched-library-audit
0x11edfd	Funclet_11edfd	MSVC-EH	HIGH	asm-carveout
0x11ee10	Unmatched_11ee10	MSVC-EH	HIGH	asm-carveout
0x11ee21	?Write@CArchiveStream@@UAGJPBXKPAK@Z	NAFXCW	MED	manual-unmatched-library-audit
0x11ee56	Funclet_11ee56	MSVC-EH	HIGH	asm-carveout
0x11ee69	Funclet_11ee69	MSVC-EH	HIGH	asm-carveout
0x11ee7a	?Seek@CArchiveStream@@UAGJT_LARGE_INTEGER@@KPAT_ULARGE_INTEGER@@@Z	NAFXCW	MED	manual-unmatched-library-audit
0x11eed8	Unmatched_11eed8	MSVC-EH	HIGH	asm-carveout
0x11eeeb	Funclet_11eeeb	MSVC-EH	HIGH	asm-carveout
0x11eefc	?SetSize@CArchiveStream@@UAGJT_ULARGE_INTEGER@@@Z	NAFXCW	HIGH	vtable-slot-oracle: ??_7CArchiveStream@@6B@ slot 6 (IStream::SetSize); ret 0xc = this+ULARGE_INTEGER
0x11ef04	?CopyTo@CArchiveStream@@UAGJPAUIStream@@T_ULARGE_INTEGER@@PAT3@2@Z	NAFXCW	HIGH	vtable-slot-oracle: slot 7 (IStream::CopyTo); ret 0x18 = this+IStream*+ULARGE_INTEGER+2 ptrs
0x11ef0c	?Commit@CArchiveStream@@UAGJK@Z	NAFXCW	HIGH	vtable-slot-oracle: slot 8 (IStream::Commit); ret 0x8 = this+DWORD
0x11ef14	?Revert@CArchiveStream@@UAGJXZ	NAFXCW	HIGH	vtable-slot-oracle: slot 9 (IStream::Revert); ret 0x4 = this only
0x11ef1c	?LockRegion@CArchiveStream@@UAGJT_ULARGE_INTEGER@@0K@Z	NAFXCW	HIGH	vtable-slot-oracle: slot 10 (IStream::LockRegion); ret 0x18 = this+2 ULARGE_INTEGER+DWORD
0x11ef24	?UnlockRegion@CArchiveStream@@UAGJT_ULARGE_INTEGER@@0K@Z	NAFXCW	HIGH	vtable-slot-oracle: slot 11 (IStream::UnlockRegion); ret 0x18 = this+2 ULARGE_INTEGER+DWORD
0x11ef2c	?Stat@CArchiveStream@@UAGJPAUtagSTATSTG@@K@Z	NAFXCW	HIGH	vtable-slot-oracle: slot 12 (IStream::Stat); ret 0xc = this+STATSTG*+DWORD
0x11ef34	?Clone@CArchiveStream@@UAGJPAPAUIStream@@@Z	NAFXCW	HIGH	vtable-slot-oracle: slot 13 (IStream::Clone); ret 0x8 = this+IStream**
0x11ef3c	??_GCWinApp@@UAEPAXI@Z	NAFXCW	AMBIG	anchored
0x11ef58	??1CArchiveException@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11ef8c	??_9@$BOI@AE	NAFXCW	MEDIUM	anchored
0x11ef94	??1CListView@@UAE@XZ	NAFXCW	AMBIG	anchored
0x11efc9	?SetModifiedFlag@CDocument@@UAEXH@Z	NAFXCW	MEDIUM	anchored
0x11efe0	?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z	LIBCMT	HIGH	anchored
0x11f050	?_UnwindNestedFrames@@YGXPAUEHRegistrationNode@@PAUEHExceptionRecord@@@Z	LIBCMT	HIGH	anchored
0x11f0b0	___CxxFrameHandler	LIBCMT	HIGH	anchored
0x11f0f0	___CxxLongjmpUnwind@4	LIBCMT	HIGH	offstart-ghidra-missed
0x11f110	?_CallCatchBlock2@@YAPAXPAUEHRegistrationNode@@PBU_s_FuncInfo@@PAXHK@Z	LIBCMT	HIGH	anchored
0x11f170	?CatchGuardHandler@@YA?AW4_EXCEPTION_DISPOSITION@@PAUEHExceptionRecord@@PAUCatchGuardRN@@PAX2@Z	LIBCMT	HIGH	anchored
0x11f1a0	?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z	LIBCMT	HIGH	anchored
0x11f270	?TranslatorGuardHandler@@YA?AW4_EXCEPTION_DISPOSITION@@PAUEHExceptionRecord@@PAUTranslatorGuardRN@@PAX2@Z	LIBCMT	HIGH	anchored
0x11f300	?_GetRangeOfTrysToCheck@@YAPBU_s_TryBlockMapEntry@@PBU_s_FuncInfo@@HHPAI1@Z	LIBCMT	HIGH	anchored
0x11f380	__global_unwind2	LIBCMT	HIGH	anchored
0x11f3a0	__unwind_handler	LIBCMT	HIGH	anchored
0x11f3c2	__local_unwind2	LIBCMT	HIGH	anchored
0x11f42a	__abnormal_termination	LIBCMT	HIGH	anchored
0x11f44d	Unmatched_11f44d	MSVC-EH	HIGH	asm-carveout
0x11f456	__NLG_Notify	LIBCMT	HIGH	anchored
0x11f470	??1type_info@@UAE@XZ	LIBCMT	HIGH	anchored
0x11f4a0	??_Gtype_info@@UAEPAXI@Z	LIBCMT	HIGH	deleting-dtor-calls-??1type_info-0x11f470
0x11f4c0	??8type_info@@QBEHABV0@@Z	LIBCMT	HIGH	offstart-ghidra-missed
0x11f520	??9type_info@@QBEHABV0@@Z	LIBCMT	HIGH	offstart-ghidra-missed
0x11f580	?before@type_info@@QBEHABV1@@Z	LIBCMT	HIGH	offstart-ghidra-missed
0x11f610	__onexit	LIBCMT	HIGH	anchored
0x11f6a0	_atexit	LIBCMT	HIGH	anchored
0x11f6c0	___onexitinit	LIBCMT	HIGH	anchored
0x11f700	__fpmath	LIBCMT	HIGH	anchored
0x11f720	__fpclear	LIBCMT	LOW	anchored
0x11f730	__cfltcvt_init	LIBCMT	HIGH	anchored
0x11f780	__ftol	LIBCMT	HIGH	anchored
0x11f7b0	??_L@YGXPAXIHP6EX0@Z1@Z	LIBCMT	MED	manual-unmatched-library-audit
0x11f828	crt_ehvec_ctor_unwind_11f828	LIBCMT	HIGH	manual-stub-reclass
0x11f850	??_M@YGXPAXIHP6EX0@Z@Z	LIBCMT	MED	manual-unmatched-library-audit
0x11f850	?Tm_DestroyArray@@YGXPAXHIP6AXXZ@Z	LIBCMT	LOW	reloc-alias
0x11f8c9	crt_eh_funclet_11f8c9	LIBCMT	MED	manual-stub-reclass
0x11f900	?__ArrayUnwind@@YGXPAXIHP6EX0@Z@Z	LIBCMT	MED	manual-unmatched-library-audit
0x11f970	Unmatched_11f970	MSVC-EH	HIGH	asm-carveout
0x11f990	_fclose	LIBCMT	HIGH	anchored
0x11f9d0	__fclose_lk	LIBCMT	HIGH	anchored
0x11fa40	__fsopen	LIBCMT	AMBIG	anchored
0x11fa80	_fopen	LIBCMT	AMBIG	anchored
0x11faa0	_sprintf	LIBCMT	HIGH	anchored
0x11fb10	__findfirst	LIBCMT	HIGH	anchored
0x11fc40	__findnext	LIBCMT	HIGH	anchored
0x11fd60	__findclose	LIBCMT	HIGH	anchored
0x11fd90	___timet_from_ft	LIBCMT	HIGH	anchored
0x11fe20	__getcwd	LIBCMT	AMBIG	anchored
0x11fe50	__getdcwd	LIBCMT	AMBIG	offstart-ghidra-missed
0x11fe90	__getdcwd_lk	LIBCMT	HIGH	anchored
0x11ffc0	__validdrive	LIBCMT	HIGH	anchored
0x120000	__strcmpi	LIBCMT	AMBIG	anchored
0x1200d0	__purecall	LIBCMT	MEDIUM	anchored
0x1200e0	_srand	LIBCMT	MEDIUM	anchored
0x1200f0	_rand	LIBCMT	HIGH	anchored
0x120120	_atol	LIBCMT	HIGH	anchored
0x1201c0	_atoi	LIBCMT	MED	manual-unmatched-library-audit
0x1201d0	__atoi64	LIBCMT	HIGH	offstart-ghidra-missed
0x1202a0	_strstr	LIBCMT	HIGH	anchored
0x120330	_strchr	LIBCMT	HIGH	anchored
0x1203f0	__chkstk	LIBCMT	AMBIG	anchored
0x120420	_time	LIBCMT	HIGH	anchored
0x120550	_strncpy	LIBCMT	HIGH	anchored
0x120650	_strncmp	LIBCMT	HIGH	anchored
0x120690	_ceil	LIBCMT	HIGH	anchored
0x120790	_floor	LIBCMT	HIGH	anchored
0x120890	_strrchr	LIBCMT	HIGH	anchored
0x1208c0	__heapwalk	LIBCMT	MED	manual-unmatched-library-audit
0x120a90	__heapchk	LIBCMT	HIGH	anchored
0x120b10	_sscanf	LIBCMT	HIGH	anchored
0x120b60	_WinMainCRTStartup	LIBCMT	MED	manual-unmatched-library-audit
0x120d10	__amsg_exit	LIBCMT	HIGH	anchored
0x120d40	_fast_error_exit	LIBCMT	HIGH	anchored
0x120d70	_malloc	LIBCMT	HIGH	anchored
0x120d90	__nh_malloc	LIBCMT	HIGH	anchored
0x120de0	__heap_alloc	LIBCMT	HIGH	anchored
0x120e40	_free	LIBCMT	HIGH	anchored
0x120eb0	_memcpy	LIBCMT	AMBIG	anchored
0x1211cc	TrailDown3	LIBCMT	AMBIG	offstart-ghidra-missed
0x1211f0	_wcslen	LIBCMT	HIGH	anchored
0x121210	__EH_prolog	LIBCMT	HIGH	anchored
0x121230	__mbschr	LIBCMT	HIGH	anchored
0x121300	__mbspbrk	LIBCMT	HIGH	anchored
0x1213b0	__mbsupr	LIBCMT	HIGH	anchored
