# gruntz_functions.tsv - census of every retail function RVA the source
# tree labels (rva, current name, owning unit). BUILD-INTEGRITY floor: an
# RVA that vanishes from a build fails `gruntz build --full`; see
# gruntz.audit.function_census. Moves and renames are not losses - the row
# follows the label. The floor is HEAD's copy of this file unioned with
# the working tree, so deliberately removing a WRONG label means deleting
# its row here and committing the deletion.
rva	name	unit
0x007c60	_CreateActionArea	actionarea
0x007da0	??0CActionArea@@QAE@PAUCGameObject@@@Z	actionarea
0x007f80	?GetTypeTag@CActionArea@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x007fa0	??_GCActionArea@@UAEPAXI@Z	actionarea
0x007fd0	??1CActionArea@@UAE@XZ	actionarea
0x0080e0	?FireActivation@CActionArea@@UAEXH@Z	actionarea
0x008240	?RegisterType@CProjActObj@@SAXXZ	actionarea
0x008440	?Tick@CActionArea@@QAEHXZ	actionarea
0x008580	?ApplyColor@CActionArea@@QAEHH@Z	actionarea
0x008600	?SerializeMove@CActionArea@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	actionarea
0x008710	??0?$zDArray@P8CUserLogic@@AEHXZ@@QAE@HH@Z	zdarrayderived
0x008750	??1?$zDArray@P8CUserLogic@@AEHXZ@@UAE@XZ	zdarrayderived
0x008780	??_G?$zDArray@P8CUserLogic@@AEHXZ@@UAEPAXI@Z	zdarrayderived
0x0087b0	??1CUserBase@@UAE@XZ	actionarea
0x0087d0	?SerializeMove@CUserBase@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	userlogic
0x0087f0	?GetTypeTag@CUserBase@@UAE?AW4LogicTypeId@@XZ	userlogic
0x008810	??_GCUserBase@@UAEPAXI@Z	actionarea
0x008840	?GetTypeTag@CUserLogic@@UAE?AW4LogicTypeId@@XZ	userlogic
0x008860	??1CUserLogic@@UAE@XZ	actionarea
0x0088d0	?Activate@CUserLogic@@UAEXXZ	userlogic
0x0088f0	?AdvanceAnimation@CUserLogic@@UAEHXZ	userlogic
0x008910	?RecordFrameTick@CUserLogic@@UAEHXZ	userlogic
0x008930	?StepAttackFire@CUserLogic@@UAEHXZ	userlogic
0x008950	?OnLeaveActiveRegion@CUserLogic@@UAEXXZ	userlogic
0x008970	?OnObjectRemoved@CUserLogic@@UAEXXZ	userlogic
0x008990	?AfterLoad@CUserLogic@@UAEXXZ	userlogic
0x0089b0	?AfterSave@CUserLogic@@UAEXXZ	userlogic
0x0089d0	?PrepareSave@CUserLogic@@UAEXXZ	userlogic
0x0089f0	?AfterLoadReferences@CUserLogic@@UAEXXZ	userlogic
0x008a10	??_GCUserLogic@@UAEPAXI@Z	actionarea
0x008a40	?BuildLogicTypeTable@CUserLogic@@QAEXPAUCGameObject@@@Z	userlogic
0x008b50	?XferName@CUserLogic@@UAEXPAD@Z	userlogic
0x008b70	?FireActivation@CUserLogic@@UAEXH@Z	userlogic
0x008b90	?FinalizeStep@CUserLogic@@UAEXPAD@Z	userlogic
0x008be0	??1CWapX@@QAE@XZ	actionarea
0x008c00	?Chain@CWapX@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	userlogic
0x009090	??0CActionOptionsMenuBar@@QAE@XZ	actionoptionsmenubar
0x0090e0	?LoadAssets@CActionOptionsMenuBar@@QAEHXZ	actionoptionsmenubar
0x009220	?Init@CActionOptionsMenuBar@@QAEHW4ActionOptionButtonState@@0HHHH@Z	actionoptionsmenubar
0x0092e0	?Clear@CActionOptionsMenuBar@@QAEXXZ	actionoptionsmenubar
0x009300	?Activate@CActionOptionsMenuBar@@QAEHH@Z	actionoptionsmenubar
0x009330	?Refresh@CActionOptionsMenuBar@@QAEHXZ	actionoptionsmenubar
0x0094c0	?Render@CActionOptionsMenuBar@@QAEHXZ	actionoptionsmenubar
0x009650	?HitClick@CActionOptionsMenuBar@@QAEHHH@Z	actionoptionsmenubar
0x009760	?HitHover@CActionOptionsMenuBar@@QAE?AW4ActionOptionHit@@HH@Z	actionoptionsmenubar
0x0097f0	?Deactivate@CActionOptionsMenuBar@@QAEXXZ	actionoptionsmenubar
0x009810	?Serialize@CActionOptionsMenuBar@@QAEHPAVCFileMemBase@@@Z	actionoptionsmenubar
0x009bb0	?Deserialize@CActionOptionsMenuBar@@QAEHPAVCFileMemBase@@@Z	actionoptionsmenubar
0x00a000	?WrapCoord@CDDrawWorkerHost@@QAEXPAJ0@Z	wwdfile
0x00a3b0	?RegisterGameObjectTypes@@YAXPAVCDDrawSurfaceMgr@@@Z	gameobjectfactory
0x00afb0	?AdvancedOptionsDialogProc@@YGHPAUHWND__@@IIJ@Z	advancedoptions
0x00b110	?SaveOption@@YAXPAUHWND__@@PAVRegistryHelper@Utils@@PADK@Z	advancedoptions
0x00b160	?SetDefaults@@YAXPAUHWND__@@@Z	advancedoptions
0x00b1b0	?LoadOptions@@YAXPAUHWND__@@PAVRegistryHelper@Utils@@@Z	advancedoptions
0x00b270	?SaveOptions@@YAXPAUHWND__@@PAVRegistryHelper@Utils@@@Z	advancedoptions
0x00b5e0	?Init@CWorldSoundSet@@QAEHPAXH@Z	worldsoundset
0x00b620	?Deactivate@CWorldSoundSet@@QAEXXZ	worldsoundset
0x00b660	?Teardown@CWorldSoundSet@@QAEXXZ	worldsoundset
0x00b6a0	?CreateAmbientFromKey@CWorldSoundSet@@QAEPAVCAmbientSound@@PBDHPAUtagRECT@@HH@Z	worldsoundset
0x00b760	??_GCAmbientSound@@UAEPAXI@Z	worldsoundset
0x00b790	??1CAmbientSound@@UAE@XZ	worldsoundset
0x00b7b0	?CreateAmbientFromSound@CWorldSoundSet@@QAEPAVCAmbientSound@@PAVDirectSoundMgr@@HPAUtagRECT@@HH@Z	worldsoundset
0x00b850	?CreatePositionedFromKey@CWorldSoundSet@@QAEPAVCAmbientPosSound@@PBDHPAUAmbientPoint@@HH@Z	worldsoundset
0x00b910	??_GCAmbientPosSound@@UAEPAXI@Z	worldsoundset
0x00b940	??1CAmbientPosSound@@UAE@XZ	worldsoundset
0x00b960	?CreatePositionedFromSound@CWorldSoundSet@@QAEPAVCAmbientPosSound@@PAVDirectSoundMgr@@HPAUAmbientPoint@@HH@Z	worldsoundset
0x00ba00	?CreateRandomBox@CWorldSoundSet@@QAEPAVCRandomAmbientSound@@PBDHPAUtagRECT@@HHHHHH@Z	worldsoundset
0x00bb10	??_GCRandomAmbientSound@@UAEPAXI@Z	worldsoundset
0x00bb40	??1CRandomAmbientSound@@UAE@XZ	worldsoundset
0x00bb60	?CreateRandom@CWorldSoundSet@@QAEPAVCRandomAmbientSound@@PAVDirectSoundMgr@@HPAUtagRECT@@HHHHHH@Z	worldsoundset
0x00bc30	?Restart@CWorldSoundSet@@QAEXH@Z	worldsoundset
0x00bc80	?Stop@CWorldSoundSet@@QAEXXZ	worldsoundset
0x00bcf0	?Resume@CWorldSoundSet@@QAEXXZ	worldsoundset
0x00bd60	?Retune@CWorldSoundSet@@QAEXHH@Z	worldsoundset
0x00bdd0	?InitFromKey@CAmbientSound@@QAEHPAUCRandomAmbientWorld@@PBDHHPAUtagRECT@@H@Z	worldsoundset
0x00be50	?InitFromSound@CAmbientSound@@QAEHPAVDirectSoundMgr@@HHPAUtagRECT@@H@Z	worldsoundset
0x00bf10	?Recompute@CAmbientSound@@QAEXH@Z	worldsoundset
0x00bfb0	?Restart@CAmbientSound@@QAEXXZ	worldsoundset
0x00c090	?Update@CAmbientSound@@UAEXHHH@Z	worldsoundset
0x00c200	?SetLevel@CAmbientSound@@QAEHHHH@Z	worldsoundset
0x00c2a0	?Fade@CAmbientSound@@QAEXHHH@Z	worldsoundset
0x00c4b0	?InitFromKey@CAmbientPosSound@@QAEHPAUCRandomAmbientWorld@@PBDHHPAUAmbientPoint@@H@Z	worldsoundset
0x00c530	?InitFromSound@CAmbientPosSound@@QAEHPAVDirectSoundMgr@@HHPAUAmbientPoint@@H@Z	worldsoundset
0x00c5b0	?Update@CAmbientPosSound@@UAEXHHH@Z	worldsoundset
0x00c810	_CreateGlobalAmbientSound	worldsoundset
0x00c840	_CreateAmbientSound	worldsoundset
0x00c9d0	_CreateAmbientPosSound	worldsoundset
0x00ca00	_CreateSpotAmbientSound	worldsoundset
0x00cb30	?Update@CRandomAmbientSound@@UAEXHHH@Z	worldsoundset
0x00cd00	?Rand@CGruntzMgr@@QAEHXZ	worldsoundset
0x00cd70	?InitCycleTiming@CRandomAmbientSound@@QAEXHHHH@Z	worldsoundset
0x00d170	?SaveGame@@YAHPAVCGruntzMgr@@PAD@Z	gamesave
0x00d210	?ParseSerial@@YAHPAVCGruntzMgr@@PAD@Z	serialobjectfactory
0x00d2a0	?SerialObjectFactory@@YAHPAX0W4SerialMode@@W4LogicTypeId@@0@Z	serialobjectfactory
0x00f2a0	?GetTypeTag@CGrunt@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00f2c0	??_GCGrunt@@UAEPAXI@Z	grunt
0x00f2f0	??1CGrunt@@UAE@XZ	grunt
0x00f400	??0CGruntCellRec@@QAE@XZ	grunt
0x00f430	??1CGruntCellRec@@QAE@XZ	grunt
0x00f450	?GetTypeTag@CAniCycle@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00f470	?SerializeMove@CAniCycle@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	serialobjectfactory
0x00f4e0	??_GCAniCycle@@UAEPAXI@Z	anicycle
0x00f510	??1CAniCycle@@UAE@XZ	anicycle
0x00f580	?GetTypeTag@CSingleFrameMessage@@UAE?AW4LogicTypeId@@XZ	singleframemessage
0x00f5a0	?SerializeMove@CSingleFrameMessage@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	singleframemessage
0x00f610	??_GCSingleFrameMessage@@UAEPAXI@Z	singleframemessage
0x00f640	??1CSingleFrameMessage@@UAE@XZ	singleframemessage
0x00f6b0	?GetTypeTag@CDoNothing@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00f6d0	?SerializeMove@CDoNothing@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	donothing
0x00f740	??_GCDoNothing@@UAEPAXI@Z	donothing
0x00f770	??1CDoNothing@@UAE@XZ	donothing
0x00f7e0	?GetTypeTag@CDoNothingNormal@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00f800	?SerializeMove@CDoNothingNormal@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	donothing
0x00f870	??_GCDoNothingNormal@@UAEPAXI@Z	donothing
0x00f8a0	??1CDoNothingNormal@@UAE@XZ	donothing
0x00f910	?GetTypeTag@CSimpleAnimation@@UAE?AW4LogicTypeId@@XZ	simpleanimation
0x00f930	?SerializeMove@CSimpleAnimation@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	simpleanimation
0x00f9a0	??_GCSimpleAnimation@@UAEPAXI@Z	simpleanimation
0x00f9d0	??1CSimpleAnimation@@UAE@XZ	simpleanimation
0x00fa40	?GetTypeTag@CFrontCandy@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00fa60	?SerializeMove@CFrontCandy@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	frontcandyani
0x00fad0	??_GCFrontCandy@@UAEPAXI@Z	frontcandyani
0x00fb00	??1CFrontCandy@@UAE@XZ	frontcandyani
0x00fb70	?GetTypeTag@CBehindCandy@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00fb90	?SerializeMove@CBehindCandy@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	behindcandy
0x00fc00	??_GCBehindCandy@@UAEPAXI@Z	behindcandy
0x00fc30	??1CBehindCandy@@UAE@XZ	behindcandy
0x00fca0	?GetTypeTag@CEyeCandy@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00fcc0	?SerializeMove@CEyeCandy@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	eyecandy
0x00fd30	??_GCEyeCandy@@UAEPAXI@Z	eyecandy
0x00fd60	??1CEyeCandy@@UAE@XZ	eyecandy
0x00fdd0	?GetTypeTag@CFrontCandyAni@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00fdf0	?SerializeMove@CFrontCandyAni@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	frontcandyani
0x00fe60	??_GCFrontCandyAni@@UAEPAXI@Z	frontcandyani
0x00fe90	??1CFrontCandyAni@@UAE@XZ	frontcandyani
0x00ff00	?GetTypeTag@CEyeCandyAni@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x00ff20	?SerializeMove@CEyeCandyAni@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	frontcandyani
0x00ff90	??_GCEyeCandyAni@@UAEPAXI@Z	frontcandyani
0x00ffc0	??1CEyeCandyAni@@UAE@XZ	frontcandyani
0x010030	?GetTypeTag@CBehindCandyAni@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010050	?SerializeMove@CBehindCandyAni@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	serialobjectfactory
0x0100c0	??_GCBehindCandyAni@@UAEPAXI@Z	behindcandyani
0x0100f0	??1CBehindCandyAni@@UAE@XZ	behindcandyani
0x010160	?GetTypeTag@CMenuSparkle@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010180	??_GCMenuSparkle@@UAEPAXI@Z	menusparkle
0x0101b0	??1CMenuSparkle@@UAE@XZ	menusparkle
0x010220	?GetTypeTag@CWayPoint@@UAE?AW4LogicTypeId@@XZ	waypoint
0x010240	?SerializeMove@CWayPoint@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	waypoint
0x0102b0	??_GCWayPoint@@UAEPAXI@Z	waypoint
0x0102e0	??1CWayPoint@@UAE@XZ	waypoint
0x010350	?GetTypeTag@CGuardPoint@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010370	?SerializeMove@CGuardPoint@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	guardpoint
0x0103e0	??_GCGuardPoint@@UAEPAXI@Z	guardpoint
0x010410	??1CGuardPoint@@UAE@XZ	guardpoint
0x010480	?GetTypeTag@CSingleAnimation@@UAE?AW4LogicTypeId@@XZ	singleanimation
0x0104a0	?SerializeMove@CSingleAnimation@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	singleanimation
0x010510	??_GCSingleAnimation@@UAEPAXI@Z	singleanimation
0x010540	??1CSingleAnimation@@UAE@XZ	singleanimation
0x0105b0	?GetTypeTag@CGruntStartingPoint@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x0105d0	?SerializeMove@CGruntStartingPoint@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	serialobjectfactory
0x010640	??_GCGruntStartingPoint@@UAEPAXI@Z	gruntstartingpoint
0x010670	??1CGruntStartingPoint@@UAE@XZ	gruntstartingpoint
0x0106e0	?GetTypeTag@CGruntCreationPoint@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010700	??_GCGruntCreationPoint@@UAEPAXI@Z	gruntcreationpoint
0x010730	??1CGruntCreationPoint@@UAE@XZ	gruntcreationpoint
0x0107a0	?GetTypeTag@CWarlord@@UAE?AW4LogicTypeId@@XZ	warlord
0x0107c0	??_GCWarlord@@UAEPAXI@Z	warlord
0x0107f0	??1CWarlord@@UAE@XZ	warlord
0x010870	?GetTypeTag@CExitTrigger@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010890	??_GCExitTrigger@@UAEPAXI@Z	exittrigger
0x0108c0	??1CExitTrigger@@UAE@XZ	exittrigger
0x010930	?GetTypeTag@CWormhole@@UAE?AW4LogicTypeId@@XZ	wormhole
0x010950	??_GCWormhole@@UAEPAXI@Z	wormhole
0x010980	??1CWormhole@@UAE@XZ	wormhole
0x0109f0	?GetTypeTag@CSecretTeleporterTrigger@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010a10	?SerializeMove@CSecretTeleporterTrigger@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	secretteleportertrigger
0x010a80	??_GCSecretTeleporterTrigger@@UAEPAXI@Z	secretteleportertrigger
0x010ab0	??1CSecretTeleporterTrigger@@UAE@XZ	secretteleportertrigger
0x010b20	??0CSecretLevelTrigger@@QAE@XZ	secretteleportertrigger
0x010b90	?GetTypeTag@CSecretLevelTrigger@@UAE?AW4LogicTypeId@@XZ	secretteleportertrigger
0x010bb0	?SerializeMove@CSecretLevelTrigger@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	secretteleportertrigger
0x010c20	??_GCSecretLevelTrigger@@UAEPAXI@Z	secretteleportertrigger
0x010c50	??1CSecretLevelTrigger@@UAE@XZ	secretteleportertrigger
0x010cc0	?GetTypeTag@CGruntPuddle@@UAE?AW4LogicTypeId@@XZ	wormhole
0x010ce0	??_GCGruntPuddle@@UAEPAXI@Z	wormhole
0x010d10	??1CGruntPuddle@@UAE@XZ	wormhole
0x010d80	?GetTypeTag@CTeleporter@@UAE?AW4LogicTypeId@@XZ	wormhole
0x010da0	??_GCTeleporter@@UAEPAXI@Z	wormhole
0x010dd0	??1CTeleporter@@UAE@XZ	wormhole
0x010e40	?GetTypeTag@CFortressFlag@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x010e60	??_GCFortressFlag@@UAEPAXI@Z	fortressflag
0x010e90	??1CFortressFlag@@UAE@XZ	fortressflag
0x010f00	?GetTypeTag@CWarpStonePad@@EAE?AW4LogicTypeId@@XZ	tilelogicpump
0x010f20	?SerializeMove@CWarpStonePad@@EAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	tilelogicpump
0x010f90	??_GCWarpStonePad@@UAEPAXI@Z	tilelogicpump
0x010fc0	??1CWarpStonePad@@UAE@XZ	tilelogicpump
0x011030	?GetTypeTag@CTileTriggerSwitch@@EAE?AW4LogicTypeId@@XZ	tilelogicpump
0x011050	?SerializeMove@CTileTriggerSwitch@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	tilelogicpump
0x0110c0	??_GCTileTriggerSwitch@@UAEPAXI@Z	tilelogicpump
0x0110f0	??1CTileTriggerSwitch@@UAE@XZ	tilelogicpump
0x011160	??0CTileTrigger@@QAE@XZ	serialobjectfactory
0x0111d0	?GetTypeTag@CTileTrigger@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x0111f0	?SerializeMove@CTileTrigger@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	tilelogicpump
0x011260	??_GCTileTrigger@@UAEPAXI@Z	tilelogicpump
0x011290	??1CTileTrigger@@UAE@XZ	tilelogicpump
0x011300	?GetTypeTag@CBrickz@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x011320	?SerializeMove@CBrickz@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	tilelogicpump
0x011390	??_GCBrickz@@UAEPAXI@Z	tilelogicpump
0x0113c0	??1CBrickz@@UAE@XZ	tilelogicpump
0x011430	?GetTypeTag@CCheckpointTrigger@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x011450	??_GCCheckpointTrigger@@UAEPAXI@Z	tilelogicpump
0x011480	??1CCheckpointTrigger@@UAE@XZ	tilelogicpump
0x0114f0	?GetTypeTag@CTileSecretTrigger@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x011510	??_GCTileSecretTrigger@@UAEPAXI@Z	tilelogicpump
0x011540	??1CTileSecretTrigger@@UAE@XZ	tilelogicpump
0x0115b0	?GetTypeTag@CGiantRock@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x0115d0	??_GCGiantRock@@UAEPAXI@Z	tilelogicpump
0x011600	??1CGiantRock@@UAE@XZ	tilelogicpump
0x011670	?GetTypeTag@CCoveredPowerup@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x011690	??_GCCoveredPowerup@@UAEPAXI@Z	tilelogicpump
0x0116c0	??1CCoveredPowerup@@UAE@XZ	tilelogicpump
0x011730	?GetTypeTag@CTileTriggerTransition@@UAE?AW4LogicTypeId@@XZ	tilelogicpump
0x011750	?SerializeMove@CTileTriggerTransition@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	tilelogicpump
0x0117c0	??_GCTileTriggerTransition@@UAEPAXI@Z	tilelogicpump
0x0117f0	??1CTileTriggerTransition@@UAE@XZ	tilelogicpump
0x011860	?GetTypeTag@CCursorSnapSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x011880	?SerializeMove@CCursorSnapSprite@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	cursorsnapsprite
0x0118f0	??_GCCursorSnapSprite@@UAEPAXI@Z	cursorsnapsprite
0x011920	??1CCursorSnapSprite@@UAE@XZ	cursorsnapsprite
0x011990	?GetTypeTag@CLevelTime@@UAE?AW4LogicTypeId@@XZ	statedispatch
0x0119b0	?SerializeMove@CLevelTime@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	leveltime
0x011a20	??_GCLevelTime@@UAEPAXI@Z	statedispatch
0x011a50	??1CLevelTime@@UAE@XZ	statedispatch
0x011ac0	?GetTypeTag@CStatusBarSprite@@UAE?AW4LogicTypeId@@XZ	statusbarspriteacts
0x011ae0	?SerializeMove@CStatusBarSprite@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	statusbarspriteacts
0x011b50	??_GCStatusBarSprite@@UAEPAXI@Z	statusbarspriteacts
0x011b80	??1CStatusBarSprite@@UAE@XZ	statusbarspriteacts
0x011bf0	?GetTypeTag@CToyPeek@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x011c10	??_GCToyPeek@@UAEPAXI@Z	ingameicon
0x011c40	??1CToyPeek@@UAE@XZ	ingameicon
0x011cb0	?GetTypeTag@CInGameIcon@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x011cd0	??_GCInGameIcon@@UAEPAXI@Z	ingameicon
0x011d00	??1CInGameIcon@@UAE@XZ	ingameicon
0x011d70	?GetTypeTag@CInGameText@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x011d90	??_GCInGameText@@UAEPAXI@Z	ingameicon
0x011dc0	??1CInGameText@@UAE@XZ	ingameicon
0x011e30	?GetTypeTag@CGruntSelectedSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x011e50	??_GCGruntSelectedSprite@@UAEPAXI@Z	gruntselectedsprite
0x011e80	??1CGruntSelectedSprite@@UAE@XZ	gruntselectedsprite
0x011ef0	??0CGruntHealthSprite@@QAE@XZ	serialobjectfactory
0x011f60	?GetTypeTag@CGruntHealthSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x011f80	??_GCGruntHealthSprite@@UAEPAXI@Z	grunthealthsprite
0x011fb0	??1CGruntHealthSprite@@UAE@XZ	grunthealthsprite
0x012020	?GetTypeTag@CGruntStaminaSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012040	??_GCGruntStaminaSprite@@UAEPAXI@Z	gruntstaminasprite
0x012070	??1CGruntStaminaSprite@@UAE@XZ	gruntstaminasprite
0x0120e0	?GetTypeTag@CGruntToyTimeSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012100	??_GCGruntToyTimeSprite@@UAEPAXI@Z	grunttoytimesprite
0x012130	??1CGruntToyTimeSprite@@UAE@XZ	grunttoytimesprite
0x0121a0	?GetTypeTag@CGruntWingzTimeSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x0121c0	??_GCGruntWingzTimeSprite@@UAEPAXI@Z	gruntwingztimesprite
0x0121f0	??1CGruntWingzTimeSprite@@UAE@XZ	gruntwingztimesprite
0x012260	?GetTypeTag@CGruntToySprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012280	??_GCGruntToySprite@@UAEPAXI@Z	grunttoysprite
0x0122b0	??1CGruntToySprite@@UAE@XZ	grunttoysprite
0x012320	?GetTypeTag@CGruntPowerupSprite@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012340	??_GCGruntPowerupSprite@@UAEPAXI@Z	gruntpowerupsprite
0x012370	??1CGruntPowerupSprite@@UAE@XZ	gruntpowerupsprite
0x0123e0	?GetTypeTag@CLightFx@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012400	??_GCLightFx@@UAEPAXI@Z	lightfx
0x012430	??1CLightFx@@UAE@XZ	lightfx
0x0124a0	?GetTypeTag@CObjectDropper@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x0124c0	??_GCObjectDropper@@UAEPAXI@Z	droppedobject
0x0124f0	??1CObjectDropper@@UAE@XZ	droppedobject
0x012560	?GetTypeTag@CDroppedObject@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012580	??_GCDroppedObject@@UAEPAXI@Z	droppedobject
0x0125b0	??1CDroppedObject@@UAE@XZ	droppedobject
0x012620	?GetTypeTag@CDroppedObjectShadow@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012640	??_GCDroppedObjectShadow@@UAEPAXI@Z	droppedobject
0x012670	??1CDroppedObjectShadow@@UAE@XZ	droppedobject
0x0126e0	??0CProjectile@@QAE@XZ	serialobjectfactory
0x012960	?GetTypeTag@CProjectile@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012980	??_GCProjectile@@UAEPAXI@Z	projectile
0x0129b0	?GetTypeTag@CBoomerang@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x0129d0	??_GCBoomerang@@UAEPAXI@Z	projectile
0x012a00	??1CBoomerang@@UAE@XZ	projectile
0x012a20	?GetTypeTag@CTimeBomb@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012a40	??_GCTimeBomb@@UAEPAXI@Z	projectile
0x012a70	??1CTimeBomb@@UAE@XZ	projectile
0x012ae0	?GetTypeTag@CStaticHazard@@UAE?AW4LogicTypeId@@XZ	statichazard
0x012b00	??_GCStaticHazard@@UAEPAXI@Z	statichazard
0x012b30	??1CStaticHazard@@UAE@XZ	statichazard
0x012ba0	?GetTypeTag@CToobSpikez@@UAE?AW4LogicTypeId@@XZ	toobspikez
0x012bc0	?SerializeMove@CToobSpikez@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	toobspikez
0x012c30	??_GCToobSpikez@@UAEPAXI@Z	toobspikez
0x012c60	??1CToobSpikez@@UAE@XZ	toobspikez
0x012cd0	?GetTypeTag@CParticlez@@UAE?AW4LogicTypeId@@XZ	serialobjectfactory
0x012cf0	?SerializeMove@CParticlez@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	serialobjectfactory
0x012d60	??_GCParticlez@@UAEPAXI@Z	fortressflag
