# Retail GRUNTZ.EXE link order - DERIVED, do not hand-edit.
# Ascending band-start rva IS the link order (contributions append in
# arrival order): one row per unit's contiguous contribution band.
# Regenerator: gruntz-old/audit/link_line.py (frozen) until the rebuild grows one.
#
# Mechanism (docs/link-text-layout.md): .text contributions append in arrival
# order, so ascending band-start RVA == the order the objects reached link.exe.
# class=cmdline rows are the command line itself (evidence `thunk(n)` = proven by
# n incremental-thunk targets; `position` = inferred from the boundary only).
# class=lib rows follow in library PULL order - a resolution artifact; the .LIB
# member order on disk is NOT recoverable from layout. class=comdat-owner rows
# are not link-line objects (their bodies were COMDATs kept inside a host's
# contribution) and carry no seq. `xcu:<n>` = first CRT-init-table slot, an
# independent corroboration of the sequence (0 inversions measured). n = pinned
# bodies inside the band. Notes: `interleaves:` = tu-partition backlog, order
# between those members is ambiguous; `pool-region` = band inside a COMDAT-pool
# window; `multi-region` = conflated TU, ordered by its first region.
#
# seq	unit	start	end	class	module	n	evidence	notes
88	gruntpowerupsprite	0x0007fcd0	0x0007fe36	cmdline	Gruntz	1	thunk(1),xcu:634
89	gruntzapp	0x00080770	0x00080cb5	cmdline	Gruntz	12	thunk(12)	pool-region
91	brickzload	0x00081010	0x00081a90	cmdline	Gruntz	1	thunk(1)	pool-region
92	brickz	0x00081d30	0x00085356	cmdline	Gruntz	4	thunk(4)	pool-region;interleaves:gruntzmapmgr+rezsync
93	gruntzmapmgr	0x00082350	0x00085cd7	cmdline	Gruntz	3	thunk(3)	pool-region;interleaves:brickz+rezsync
94	rezsync	0x00083370	0x00085443	cmdline	Rez	2	thunk(2)	pool-region;interleaves:brickz+gruntzmapmgr
95	gruntzmgrcmd	0x00086210	0x0008a579	cmdline	Gruntz	1	thunk(1)	pool-region
96	rezmgr	0x0008b660	0x0008b78d	cmdline	Rez	1	thunk(1)	pool-region
97	gruntzmgr	0x000900f0	0x00093c07	cmdline	Gruntz	62	thunk(62)
98	levelrezpath	0x00093c60	0x000940d3	cmdline	Gruntz	1	thunk(1)
99	gruntzwnd	0x00094560	0x00094c85	cmdline	Gruntz	27	thunk(27)
101	helpstate	0x00094fb0	0x00095384	cmdline	Gruntz	9	thunk(9)
102	ingameuilogicdispatch	0x00095670	0x000959e1	cmdline	Gruntz	3	thunk(3)
103	ingameicon	0x00095a30	0x00099a66	cmdline	Gruntz	19	thunk(19),xcu:716
104	areamgr	0x00099ac0	0x0009b399	cmdline	Gruntz	55	thunk(55)
105	statedispatch	0x0009b690	0x0009b95f	cmdline	Gruntz	2	thunk(2)
106	spriteloaders	0x0009b9d0	0x0009c4b6	cmdline	Gruntz	9	thunk(9)
107	streamrecordloaders	0x0009c570	0x0009c9f3	cmdline	Gruntz	2	thunk(2)
108	lightfx	0x0009cce0	0x0009d710	cmdline	Gruntz	8	thunk(8),xcu:743
109	lightfxmgr	0x0009d9f0	0x0009dc11	cmdline	Gruntz	3	thunk(3)
110	loadgamemenu	0x0009df10	0x0009e66c	cmdline	Gruntz	4	thunk(4)
111	mapmgr	0x0009e720	0x0009fe59	cmdline	Gruntz	27	thunk(26),xcu:777
112	menustate	0x0009fe70	0x000a0e77	cmdline	Gruntz	17	thunk(17)
113	mainmenubuilder	0x000a1180	0x000a29cd	cmdline	Gruntz	2	thunk(1),xcu:789
114	lightfxrender	0x000a32b0	0x000a971a	cmdline	Gruntz	23	thunk(23)
115	visualandmarkerlogicdispatch	0x000a9a30	0x000aacc1	cmdline	Gruntz	15	thunk(15)
116	anicycle	0x000aad10	0x000ab2e7	cmdline	Gruntz	4	thunk(4),xcu:812
117	singleframemessage	0x000ab300	0x000ab912	cmdline	Gruntz	4	thunk(4),xcu:813
118	simpleanimation	0x000ab930	0x000abf77	cmdline	Gruntz	4	thunk(4),xcu:814
119	frontcandyani	0x000abf90	0x000ad517	cmdline	Gruntz	9	thunk(9),xcu:816
120	behindcandyani	0x000ad530	0x000adbb7	cmdline	Gruntz	4	thunk(4),xcu:817
121	menusparkle	0x000adbd0	0x000ae31e	cmdline	Gruntz	5	thunk(5),xcu:818
122	gameiconflasheffect	0x000ae350	0x000ae3bf	cmdline	Gruntz	1	thunk(1)
123	waypoint	0x000ae3e0	0x000ae56f	cmdline	Gruntz	1	thunk(1)
124	guardpoint	0x000ae5e0	0x000ae76f	cmdline	Gruntz	1	thunk(1)
125	singleanimation	0x000ae7e0	0x000aeda9	cmdline	Gruntz	4	thunk(4),xcu:819
126	hazardlogicdispatch	0x000af090	0x000af7c4	cmdline	Gruntz	6	thunk(6)
127	rollingball	0x000af810	0x000b117b	cmdline	Gruntz	5	thunk(5),xcu:833
128	spotlight	0x000b11f0	0x000b22d5	cmdline	Gruntz	6	thunk(6),xcu:834
129	kitchenslime	0x000b2390	0x000b34ac	cmdline	Gruntz	6	thunk(6),xcu:835
130	pathhazard	0x000b3590	0x000b5075	cmdline	Gruntz	17	thunk(17),xcu:836
131	multi	0x000b5450	0x000bd3f9	cmdline	Gruntz	97	thunk(97),xcu:849
132	filestream	0x000bd410	0x000bd4d3	cmdline	Io	4	thunk(4)
133	netlobbydialogs	0x000bd880	0x000be899	cmdline	Net	20	thunk(20)
134	multihelpdlg	0x000beb90	0x000bec36	cmdline	Net	3	thunk(3)
135	netsessionmgr	0x000befb0	0x000c07dc	cmdline	Net	31	thunk(30)
136	netcmdslot	0x000c0b40	0x000c13d5	cmdline	Net	18	thunk(18),xcu:885
137	multistartdlg	0x000c1780	0x000c5363	cmdline	Gruntz	60	thunk(59),xcu:908
138	droppedobject	0x000c5660	0x000c7c15	cmdline	Gruntz	20	thunk(20),xcu:920
139	play	0x000c7ef0	0x000da4d0	cmdline	Gruntz	86	thunk(86)
144	gruntzplayer	0x000da7c0	0x000db34b	cmdline	Gruntz	17	thunk(17)
145	playassetload	0x000db630	0x000ddcf8	cmdline	Gruntz	17	thunk(17)
146	levelpreview	0x000de060	0x000de5ee	cmdline	Gruntz	9	thunk(9)
147	logicrecorddispatch	0x000de8d0	0x000dec41	cmdline	Gruntz	3	thunk(3)
148	projectile	0x000dec90	0x000e2243	cmdline	Gruntz	19	thunk(19),xcu:979
149	spritereftable	0x000e2280	0x000e2de1	cmdline	Gruntz	10	thunk(10)
150	spriteref	0x000e2e20	0x000e3335	cmdline	Gruntz	2	thunk(2)
151	savegamedialogs	0x000e3620	0x000e49a9	cmdline	Io	10	thunk(10)
152	savegame	0x000e4c90	0x000e58ce	cmdline	Io	23	thunk(23)
153	aniplayer	0x000e5c00	0x000e5e47	cmdline	Gruntz	4	thunk(4)
154	sbi_wellgoo	0x000e6150	0x000e69d7	cmdline	Gruntz	4	thunk(4)
155	sbi_image	0x000e6db0	0x000e70ec	cmdline	Gruntz	5	thunk(5)
156	sbi_imageset	0x000e7420	0x000e7772	cmdline	Gruntz	6	thunk(6)
157	sbi_imagesetani	0x000e7ab0	0x000e7ef8	cmdline	Gruntz	5	thunk(5)
158	sbi_menuitem	0x000e8210	0x000e87a2	cmdline	Gruntz	9	thunk(9)
159	sbi_rectonlybase	0x000e8810	0x000e88b8	cmdline	Gruntz	3	thunk(3)
160	statusbartabbuilders	0x000e8ba0	0x000e934a	cmdline	Gruntz	6	thunk(6)
161	sbi_sidetab	0x000e9730	0x000e9e7e	cmdline	Gruntz	6	thunk(6)
162	sbi_statztabarrow	0x000ea220	0x000ea51a	cmdline	Gruntz	3	thunk(3)
163	sbi_statztabgruntbar	0x000ea5a0	0x000eaa27	cmdline	Gruntz	4	thunk(4)
164	gruntstaterec	0x000eaac0	0x000eb532	cmdline	Gruntz	1	thunk(1)
165	sbi_warlordhead	0x000eb7e0	0x000ebb12	cmdline	Gruntz	5	thunk(5)
166	cmdscrollapply	0x000ebe60	0x000ec333	cmdline	Gruntz	3	thunk(3)
167	maplogic	0x000ec360	0x000ec47c	cmdline	Gruntz	1	thunk(1)
168	gruntarrivalscan	0x000ec7a0	0x000eca38	cmdline	Gruntz	1	thunk(1)
169	gruntbricklayerstep	0x000ecdc0	0x000ed62a	cmdline	Gruntz	1	thunk(1)
170	gruntwanderstep	0x000edb20	0x000ee420	cmdline	Gruntz	1	thunk(1)
171	gruntreticlescan	0x000ee930	0x000ef2a1	cmdline	Gruntz	1	thunk(1)
172	gruntchargestep	0x000ef7e0	0x000efdfd	cmdline	Gruntz	1	thunk(1)
173	gruntarrivalupdate	0x000f0260	0x000f0a20	cmdline	Gruntz	1	thunk(1)
174	gruntgoosuckerstep	0x000f0ee0	0x000f1878	cmdline	Gruntz	2	thunk(2)
175	gruntdefensealt	0x000f1da0	0x000f23c0	cmdline	Gruntz	1	thunk(1)
176	gruntarrivalneighbor	0x000f2820	0x000f2926	cmdline	Gruntz	1	thunk(1)
177	gruntdefensestep	0x000f2c50	0x000f3331	cmdline	Gruntz	1	thunk(1)
178	gruntdiggerstep	0x000f37d0	0x000f3f5e	cmdline	Gruntz	1	thunk(1)
179	gruntscantarget	0x000f4420	0x000f59e0	cmdline	Gruntz	1	thunk(1)
180	gruntphasestep	0x000f6220	0x000f6d50	cmdline	Gruntz	1	thunk(1)
181	gruntseektarget	0x000f72f0	0x000f7a11	cmdline	Gruntz	1	thunk(1)
182	gruntpeertracking	0x000f7ec0	0x000f8031	cmdline	Gruntz	1	thunk(1)
183	gruntdefenselean	0x000f8370	0x000f8929	cmdline	Gruntz	1	thunk(1)
184	sfselectdevice	0x000f8aa0	0x000f8e54	cmdline	Gruntz	1	thunk(1)
185	soundfontpath	0x000f8f50	0x000f9265	cmdline	Gruntz	4	thunk(4)
186	bracketvalue	0x000f9290	0x000f9362	cmdline	Gruntz	1	thunk(1)
187	fxmodedesc	0x000f93b0	0x000f9494	cmdline	Gruntz	1	thunk(1)
188	netsession	0x000f94e0	0x000f9521	cmdline	Net	1	thunk(1)
189	splashstate	0x000f98b0	0x000f9ce4	cmdline	Gruntz	9	thunk(9)
190	gameassetnamespaces	0x000f9fd0	0x000fa1ed	cmdline	Gruntz	1	thunk(1)
191	statereleaseresources	0x000fa280	0x000fa2f4	cmdline	Gruntz	1	thunk(1)
192	attract	0x000fa320	0x000fb458	cmdline	Gruntz	17	thunk(17)
193	statichazard	0x000fb790	0x000fc7d5	cmdline	Gruntz	6	thunk(6),xcu:1324
194	gamestats	0x000fcaf0	0x000fd945	cmdline	Gruntz	31	thunk(31)
195	sbi_rectonly	0x000fdd30	0x0010bd44	cmdline	Gruntz	99	thunk(99)
196	destructbutton	0x0010bd60	0x0010bdd8	cmdline	Gruntz	1	thunk(1)
197	statusbarspriteacts	0x0010c220	0x0010c957	cmdline	Gruntz	5	thunk(5),xcu:1360
198	tilelogicpump	0x0010cc40	0x00110279	cmdline	Gruntz	39	thunk(39),xcu:1370
199	tileswitchlogic	0x00110560	0x001142c0	cmdline	Gruntz	50	thunk(50)
201	toobspikez	0x001145b0	0x00114d07	cmdline	Gruntz	5	thunk(5),xcu:1399
202	savefrontbuffershot	0x00114ff0	0x0011506e	cmdline	Gruntz	2	thunk(2)
203	chainforward	0x00115080	0x0011510e	cmdline	Gruntz	2	thunk(2)
204	savescreenshot	0x00115120	0x001152d3	cmdline	Gruntz	1	thunk(1)
205	glyphstr	0x00115350	0x00115695	cmdline	Gruntz	5	thunk(5)
206	fonts	0x00115940	0x00115a4e	cmdline	Gruntz	2	thunk(2),xcu:1411
207	engstrrendertext	0x00115a60	0x00115bef	cmdline	Wap32	1	thunk(1)
208	tiletriggercontainer	0x00115c90	0x00118211	cmdline	Gruntz	27	thunk(27)
209	namerecord	0x00118250	0x001184d3	cmdline	Gruntz	4	thunk(4)
210	gameinfostring	0x00118500	0x001187d1	cmdline	Gruntz	4	thunk(4)
211	heapdiag	0x00118b40	0x001190e5	cmdline	Gruntz	8	thunk(8)
212	winapimodule	0x00119170	0x001192a4	cmdline	Utils	1	thunk(1)
213	timestring	0x00119300	0x001193da	cmdline	Gruntz	1	thunk(1)
214	timesplit	0x00119420	0x00119519	cmdline	Utils	2	thunk(2)
215	gruntvoice	0x00119530	0x0011ac88	cmdline	Gruntz	14	thunk(14),xcu:1450
216	gruntspawnconfig	0x0011afd0	0x0011ca52	cmdline	Gruntz	19	thunk(19)
217	winmain	0x0011ca70	0x0011cd97	cmdline	Gruntz	1	thunk(1)
218	directinputmgr2	0x00132ef0	0x00134eb4	lib	DinMgr2	36	position
219	inputdevice	0x00134ec0	0x001352b5	lib	DinMgr2	14	position
220	directsoundmgr	0x001352c0	0x00137533	lib	Dsndmgr	69	position
221	soundstream	0x00137550	0x0013869b	lib	Dsndmgr	33	position
222	gruntzsoundz	0x001386a0	0x0013928c	lib	Dsndmgr	34	position
223	soundvoicelist	0x001392f0	0x00139420	lib	Dsndmgr	5	position
224	registryhelper	0x00139420	0x00139892	lib	Utils	11	position
225	rezarchive	0x00139900	0x0013c4ca	lib	Rez	66	position
226	hash	0x0013c4d0	0x0013c7a1	lib	Bute	10	position
227	rezfile	0x0013c7b0	0x0013d1d1	lib	Rez	31	position
228	gamewnd	0x0013d1e0	0x0013d865	lib	Wap32	17	position
229	gameapp	0x0013d870	0x0013e2bf	lib	Wap32	23	position
230	debugtiming	0x0013e2c0	0x0013e322	lib	Utils	2	position
231	ddsurface	0x0013e380	0x001416ab	lib	DDrawMgr	55	position,xcu:1484
232	directdrawmgr	0x001416b0	0x00143fc6	lib	DDrawMgr	64	position,xcu:1485
233	fileimage	0x00143fd0	0x001460e0	lib	Image	19	position
234	imagepolyclip	0x001460e0	0x00147664	lib	Image	8	position
235	ddpalette	0x00147670	0x00148a9f	lib	DDrawMgr	23	position
236	ddrawptrcollections	0x00148b20	0x00148fb8	lib	DDrawMgr	10	position
237	ddrawshadeblit	0x00148fc0	0x0014e110	lib	DDrawMgr	22	position
238	shadetablecache	0x0014e110	0x00150456	lib	DDrawMgr	24	position
239	databuffer	0x00150460	0x001507ac	lib	DDrawMgr	8	position
240	wwdgameobject	0x001507b0	0x00152916	lib	Wwd	44	position
241	animationregistry	0x00152920	0x00153163	lib	DDrawMgr	11	position
242	cimage	0x00153170	0x00154ca5	lib	Image	20	position
243	cremusnode	0x00154cb0	0x00154d73	lib	Image	2	position
244	ddrawworkerregistry	0x00154d80	0x00155b13	lib	DDrawMgr	24	position
245	ddrawsurfacemgr	0x00155b20	0x00156f82	lib	DDrawMgr	13	position
246	ddrawsubmgr	0x00156f90	0x001594b8	lib	DDrawMgr	99	position
247	wwdobjmgr	0x001594c0	0x0015b620	lib	Wwd	51	position
248	wwdfactoryobject	0x0015b620	0x0015cfa8	lib	Wwd	39	position
249	gamelevel	0x0015cfb0	0x00161602	lib	Gruntz	69	position
250	imageset3g	0x00161790	0x0016705d	lib	Gruntz	11	position	interleaves:ddrawsurfacepair+ddrawworkerhost+imageset1+imageset2+imageset3+levelplane+wwdgameobjectrender
251	levelplane	0x00161880	0x00163ce0	lib	DDrawMgr	22	position	interleaves:imageset3g
252	ddrawworkerhost	0x00163d70	0x00163e9d	lib	DDrawMgr	4	position	interleaves:imageset3g
253	ddrawsurfacepair	0x00163ea0	0x001663c3	lib	DDrawMgr	48	position	interleaves:imageset3g
254	wwdgameobjectrender	0x001663d0	0x00166c64	lib	Wwd	15	position	interleaves:imageset3g
255	imageset2	0x00167060	0x00167406	lib	Gruntz	9	position	interleaves:imageset3g
256	imageset1	0x00166c70	0x00166c94	lib	Gruntz	1	position	interleaves:imageset3g
257	imageset3	0x00166d30	0x00166dd8	lib	Image	2	position	interleaves:imageset3g
258	gamelevelmove	0x00167410	0x00168556	lib	Wwd	13	position
259	wwdspatialmgr	0x001685d0	0x00168ec5	lib	Wwd	13	position
260	anirecord	0x00168f40	0x001692d4	lib	DDrawMgr	9	position
261	typekeycoll	0x0016d0b0	0x0016e96b	lib	Bute	32	position,xcu:1486
262	buteglobals	0x0016ead0	0x0016ecf1	lib	Bute	2	position,xcu:1491
263	movinglogic	0x0016ed70	0x0016f95a	lib	Gruntz	5	position
264	butetail	0x0016f960	0x0016f991	lib	Bute	2	position
265	blowfish	0x0016f9a0	0x001704e4	lib	Crypto	6	position
266	butemgr	0x001704f0	0x0017514c	lib	Bute	51	position
267	imagepool	0x00175170	0x00177756	lib	Image	54	position
268	palettebmp	0x00177760	0x00177932	lib	Image	2	position
269	netmgrerror	0x00177950	0x00178381	lib	Net	2	position
270	netmgr	0x00178390	0x001799df	lib	Net	50	position
271	font	0x001799e0	0x0017b7c6	lib	Font	20	position
272	feccrypt	0x0017b7f0	0x0017c31d	lib	Crypto	11	position
273	ddpagemgr	0x0017c320	0x0017db88	lib	DDrawMgr	23	position
274	fadermgr	0x0017dbd0	0x0017e708	lib	DDrawMgr	9	position
275	fader	0x0017e730	0x0017f406	lib	DDrawMgr	21	position
276	rezbufferobject	0x0017f410	0x0017f803	lib	Rez	4	position
277	fadereffects	0x0017f810	0x00182c15	lib	DDrawMgr	32	position
278	scattersamples	0x00182c20	0x00182d8e	lib	Gruntz	2	position
279	menutree	0x00182d90	0x00183526	lib	Gruntz	28	position
280	menupage	0x001835b0	0x00184b8a	lib	Gruntz	31	position
281	rezcoll	0x00184b90	0x00184e3d	lib	Rez	12	position
282	debugprintf	0x00184e80	0x001854b3	lib	Rez	14	position,xcu:1493
283	rezlist	0x001854c0	0x001855f5	lib	Rez	5	position
284	uncompr	0x00185600	0x00185600	lib	vendor	1	position	extent-fallback
285	wapcompress	0x00185690	0x00185736	lib	Wap32	1	position
286	menuitem	0x00185740	0x00185cee	lib	Gruntz	20	position
287	inflate	0x00185cf0	0x00186380	lib	vendor	7	position	extent-fallback
288	deflate	0x00186460	0x00187450	lib	vendor	17	position	extent-fallback
289	infblock	0x00187770	0x00188570	lib	vendor	5	position	extent-fallback
290	adler32	0x001885b0	0x001885b0	lib	vendor	1	position	extent-fallback
291	zutil	0x001886f0	0x00188710	lib	vendor	2	position	extent-fallback
292	trees	0x00188720	0x0018a570	lib	vendor	21	position	extent-fallback
293	inftrees	0x0018a610	0x0018ad90	lib	vendor	6	position	extent-fallback
294	infcodes	0x0018add0	0x0018b5c0	lib	vendor	3	position	extent-fallback
295	infutil	0x0018b5e0	0x0018b5e0	lib	vendor	1	position	extent-fallback
296	inffast	0x0018b720	0x0018b720	lib	vendor	1	position	extent-fallback
297	wwdgrid	0x001918a0	0x00191ff1	lib	Wwd	11	position
298	bitarraystream	0x00193360	0x0019361a	lib	Utils	2	position
299	butetree	0x00193620	0x0019391f	lib	Bute	2	position
300	bitarray	0x00193920	0x00193a93	lib	Utils	3	position
-	arrayserialize	0x00039e40	0x00094277	comdat-owner	Gruntz	4	compgen-only
-	logicdispatchinit	-	-	comdat-owner	Gruntz	0	no-text
-	stringstaticpool	-	-	comdat-owner	Net	0	no-text
