id	state	path	line	kind	domain	expression	context	notes
74e077de70c6f670	fixed	src/Bute/SymTab.cpp	416	static_cast-enum	RezTypeTag	fourcc	return Insert(fname, static_cast<RezTypeTag>(fourcc));	Retyped CSymParser::PackTag, UnpackTag, and their tag locals to RezTypeTag; callers no longer cast an already-domain-valued producer.
3c5829989eef2995	reviewed	src/Bute/SymTab.cpp	1142	IDX		extKey	CSymRec* rec = node->FindOrAddSym(IDX(extKey));	Current sites are the intentional boundaries around generic CSymRec/CHash integer keys and the raw DwordBytes representation used to pack/unpack RezTypeTag.
1a931af548654cf6	fixed	src/Bute/SymTab.cpp	1143	static_cast-enum	RezTypeTag	extKey	CParseSource* entry = node->Insert(fname, static_cast<RezTypeTag>(extKey));	Retyped CSymParser::PackTag, UnpackTag, and their tag locals to RezTypeTag; callers no longer cast an already-domain-valued producer.
189020129f159cfa	reviewed	src/Bute/SymTab.cpp	1218	static_cast-enum	RezTypeTag	r.m_value	return static_cast<RezTypeTag>(r.m_value);	Current sites are the intentional boundaries around generic CSymRec/CHash integer keys and the raw DwordBytes representation used to pack/unpack RezTypeTag.
f4cffc7709a1a6cb	reviewed	src/Bute/SymTab.cpp	1227	IDX		tag	tagBytes.m_value = IDX(tag);	Current sites are the intentional boundaries around generic CSymRec/CHash integer keys and the raw DwordBytes representation used to pack/unpack RezTypeTag.
d28730e5b329e45a	reviewed	src/DDrawMgr/AniRecord.cpp	63	static_cast-enum	WwdAnimStepMode	*p++	m_stepMode = static_cast<WwdAnimStepMode>(*p++);	CAniRecordView::Parse ingests raw i16 ANI record words into three typed animation-mode fields; these are file-format boundaries.
0d9d7590b720827e	reviewed	src/DDrawMgr/AniRecord.cpp	64	static_cast-enum	WwdAnimLoopMode	*p++	m_loopMode = static_cast<WwdAnimLoopMode>(*p++);	CAniRecordView::Parse ingests raw i16 ANI record words into three typed animation-mode fields; these are file-format boundaries.
7b758dc8e3caa6d2	reviewed	src/DDrawMgr/AniRecord.cpp	65	static_cast-enum	WwdAnimPositionMode	*p++	m_positionMode = static_cast<WwdAnimPositionMode>(*p++);	CAniRecordView::Parse ingests raw i16 ANI record words into three typed animation-mode fields; these are file-format boundaries.
79c3d34e259e8963	reviewed	src/DDrawMgr/DDPageMgr.cpp	61	IDX		info.bpp	if (m_directDraw2->SetDisplayMode(info.width, info.height, IDX(info.bpp), 0, 0) != 0) {	DirectDraw exposes pixel depth as DWORD and SetDisplayMode consumes DWORD; these two sites are the SDK ingest/exit boundaries for ColorDepth.
63936ec63f660775	reviewed	src/DDrawMgr/DDPageMgr.cpp	162	static_cast-enum	ColorDepth	desc.ddpfPixelFormat.dwRGBBitCount	ColorDepth bpp = static_cast<ColorDepth>(desc.ddpfPixelFormat.dwRGBBitCount);	DirectDraw exposes pixel depth as DWORD and SetDisplayMode consumes DWORD; these two sites are the SDK ingest/exit boundaries for ColorDepth.
a5da2ce9175c20ab	fixed	src/DDrawMgr/DDSurface.cpp	88	IDX		bitDepth	this->m_srcBitDepth = IDX(bitDepth);	Retyped the DDSURFACEDESC overlay member m_srcBitDepth from i32 to ColorDepth, removing both directions of the artificial conversion.
5b9e6fa5b6e1338e	fixed	src/DDrawMgr/DDSurface.cpp	107	static_cast-enum	ColorDepth	m_srcBitDepth	ColorDepth bits = static_cast<ColorDepth>(m_srcBitDepth);	Retyped the DDSURFACEDESC overlay member m_srcBitDepth from i32 to ColorDepth, removing both directions of the artificial conversion.
ef2c447ddbe4fd3d	fixed	src/DDrawMgr/DDSurface.cpp	188	static_cast-enum	ColorDepth	m_srcBitDepth	ColorDepth bits = static_cast<ColorDepth>(m_srcBitDepth);	Retyped the DDSURFACEDESC overlay member m_srcBitDepth from i32 to ColorDepth, removing both directions of the artificial conversion.
8200751258971d20	reviewed	src/DDrawMgr/DDSurface.cpp	1067	static_cast-enum	ColorDepth	dest == BPP_UNSET	if (static_cast<ColorDepth>(dest == BPP_UNSET) == bitcount) {	Retail CDDSurface::Blit at 0x0013faa0 emits sete cl then cmp ecx,edx: the boolean is intentionally compared as ColorDepth values BPP_UNSET/BPP_MONO_1 before the 8/16/24 dispatch.
ccdba5e1afe2df74	reviewed	src/DDrawMgr/DDSurface.cpp	1464	IDX		depth	IDX(depth),	DDrawLogLine is a C varargs boundary; ColorDepth must exit to its promoted integer representation for %i.
c3fe175a10239183	reviewed	src/DDrawMgr/DDSurface.cpp	1498	IDX		depth	IDX(depth),	DDrawLogLine is a C varargs boundary; ColorDepth must exit to its promoted integer representation for %i.
339c2bc47c5f7f23	reviewed	src/DDrawMgr/DDrawSurfacePair.cpp	348	static_cast-enum	DDrawPageKind	m_id	if (static_cast<DDrawPageKind>(m_id) == DDRAW_PAGE_OVERLAY) {	Inherited CLoadable::m_id is generic across subclasses; this pair interprets values 1/2 as DDrawPageKind and also stores borrowed-surface sentinel 0x63.
060120b6c72c4b06	reviewed	src/DDrawMgr/DDrawSurfacePair.cpp	358	static_cast-enum	DDrawPageKind	m_id	if (static_cast<DDrawPageKind>(m_id) == DDRAW_PAGE_BACK) {	Inherited CLoadable::m_id is generic across subclasses; this pair interprets values 1/2 as DDrawPageKind and also stores borrowed-surface sentinel 0x63.
231fabc85caa06dc	reviewed	src/DDrawMgr/DirectDrawMgr.cpp	397	static_cast-enum	ColorDepth	desc.ddpfPixelFormat.dwRGBBitCount	m_palBpp = static_cast<ColorDepth>(desc.ddpfPixelFormat.dwRGBBitCount);	All five sites cross the DirectDraw SDK boundary: DDSURFACEDESC exposes dwRGBBitCount as DWORD and IDirectDraw2::SetDisplayMode consumes DWORD.
e02cc65ee62db257	reviewed	src/DDrawMgr/DirectDrawMgr.cpp	869	IDX		colorDepth	&& e->ddpfPixelFormat.dwRGBBitCount == IDX(colorDepth)) {	All five sites cross the DirectDraw SDK boundary: DDSURFACEDESC exposes dwRGBBitCount as DWORD and IDirectDraw2::SetDisplayMode consumes DWORD.
1d9d031f5522f749	reviewed	src/DDrawMgr/DirectDrawMgr.cpp	885	IDX		colorDepth	if (e->ddpfPixelFormat.dwRGBBitCount == IDX(colorDepth)) {	All five sites cross the DirectDraw SDK boundary: DDSURFACEDESC exposes dwRGBBitCount as DWORD and IDirectDraw2::SetDisplayMode consumes DWORD.
95714021de59d36d	reviewed	src/DDrawMgr/DirectDrawMgr.cpp	907	IDX		colorDepth	if (e->ddpfPixelFormat.dwRGBBitCount == IDX(colorDepth)) {	All five sites cross the DirectDraw SDK boundary: DDSURFACEDESC exposes dwRGBBitCount as DWORD and IDirectDraw2::SetDisplayMode consumes DWORD.
839c9d2caf6339e7	reviewed	src/DDrawMgr/DirectDrawMgr.cpp	1169	IDX		bpp	i32 hr = m_device->SetDisplayMode(width, height, IDX(bpp), refreshRate, flags);	All five sites cross the DirectDraw SDK boundary: DDSURFACEDESC exposes dwRGBBitCount as DWORD and IDirectDraw2::SetDisplayMode consumes DWORD.
3abbf661ff6fe788	reviewed	src/DDrawMgr/LevelPlane.cpp	735	static_cast-enum	SpriteStateFlags	*p++	obj->m_stateFlags = static_cast<SpriteStateFlags>(*p++);	The only remaining entries are raw WWD record ingest and the retail int mask parameter of XorLiveObjectFlags.
89d707b4bfe78827	fixed	src/Gruntz/ActionArea.cpp	68	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_wwdObject->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
e141a0c14b55c659	reviewed	src/Gruntz/ActionArea.cpp	128	static_cast-enum	ActionAreaOwner	owner	switch (static_cast<ActionAreaOwner>(owner)) {	Reviewed individually: the producer retains a retail integer ABI or generic API contract, and the conversion occurs once where the receiving domain is proven.
325aa25368b1d344	fixed	src/Gruntz/ActionArea.cpp	146	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_wwdObject->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
838a574aeef88f3b	fixed	src/Gruntz/ActionOptionsMenuBar.cpp	154	static_cast-enum	PickupType	0x21	m_buttonIcon[0] = static_cast<PickupType>(0x21);	Removed an unnecessary conversion by typing the owner, using an existing named value, or introducing an evidence-backed domain constant.
e57a3de636668d29	reviewed	src/Gruntz/ActionOptionsMenuBar.cpp	171	IDX		m_buttonIcon[i]	m_buttonFrame[i] = m_normChipSprite->GetAt(IDX(m_buttonIcon[i]));	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
541a9a4e4d006d1a	reviewed	src/Gruntz/ActionOptionsMenuBar.cpp	174	IDX		m_buttonIcon[i]	m_buttonFrame[i] = m_highChipSprite->GetAt(IDX(m_buttonIcon[i]));	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
094e9955a8eb6e62	reviewed	src/Gruntz/ActionOptionsMenuBar.cpp	177	IDX		m_buttonIcon[i]	m_buttonFrame[i] = m_greyChipSprite->GetAt(IDX(m_buttonIcon[i]));	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
9c9fd5251b067531	reviewed	src/Gruntz/AreaMgr.cpp	56	static_cast-enum	QuestLevel	index	QuestLevel level = static_cast<QuestLevel>(index);	Reviewed individually: the producer retains a retail integer ABI or generic API contract, and the conversion occurs once where the receiving domain is proven.
1352c6e1ed026717	reviewed	src/Gruntz/AttractState.cpp	65	static_cast-enum	GameStateId	mode	if (static_cast<GameStateId>(mode) == GAMESTATE_PLAY) {	Reviewed individually: the producer retains a retail integer ABI or generic API contract, and the conversion occurs once where the receiving domain is proven.
2ba8a426ceecfeae	reviewed	src/Gruntz/AttractState.cpp	159	IDX	GruntzCommandId	CMD_RETURN_TO_MENU	owner()->ReportError(IDX(CMD_RETURN_TO_MENU), 0x3e8);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
0e884e08c78cfa87	reviewed	src/Gruntz/AttractState.cpp	160	IDX	ErrorStringId	IDS_RESTORE_GAME	owner()->ReportError(IDX(IDS_RESTORE_GAME), 0x3e8);	Each occurrence uses a retail RT_STRING-backed ErrorStringId at the raw Win32 LoadString/ReportError boundary; former CMD_* aliases were replaced from decoded resource evidence.
3be421d559a37680	reviewed	src/Gruntz/AttractState.cpp	185	IDX	GruntzCommandId	CMD_MAIN_MENU	PostMessageA(owner()->m_gameWnd->m_hwnd, WM_COMMAND, IDX(CMD_MAIN_MENU), 0);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
a48dac0e28ef48b4	reviewed	src/Gruntz/AttractState.cpp	228	IDX	GruntzCommandId	CMD_MAIN_MENU	PostMessageA(owner()->m_gameWnd->m_hwnd, WM_COMMAND, IDX(CMD_MAIN_MENU), 0);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
8bcf6a4b8b7e8c38	reviewed	src/Gruntz/AttractState.cpp	235	IDX	GruntzCommandId	CMD_MAIN_MENU	PostMessageA(owner()->m_gameWnd->m_hwnd, WM_COMMAND, IDX(CMD_MAIN_MENU), 0);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
7be732e371177045	reviewed	src/Gruntz/BattlezMapConfig.cpp	212	static_cast-enum	BattlezDifficulty	diff	switch (static_cast<BattlezDifficulty>(diff)) {	Reviewed individually: the producer retains a retail integer ABI or generic API contract, and the conversion occurs once where the receiving domain is proven.
e92ba95bb51d3c28	reviewed	src/Gruntz/BattlezMapConfig.cpp	2981	static_cast-enum	PickupType	value	unit->m_defenderPickupType = static_cast<PickupType>(value);	Reviewed individually: remaining entries are raw retail function parameters, loop/arithmetic results, wire payloads, generic notification storage, or per-logic views of shared WWD integer fields.
82e2886b6e61612c	fixed	src/Gruntz/BattlezMapConfig.cpp	3040	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	&& (g->m_stateFlags & IDX(SPRITE_STATE_HIDDEN)) == 0) {	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
a4b18b5e0bdb9281	reviewed	src/Gruntz/BattlezMapConfig.cpp	3043	static_cast-enum	PickupType	g->m_smarts	switch (static_cast<PickupType>(g->m_smarts)) {	Reviewed individually: remaining entries are raw retail function parameters, loop/arithmetic results, wire payloads, generic notification storage, or per-logic views of shared WWD integer fields.
c168eff471d1c40c	reviewed	src/Gruntz/BattlezMapConfig.cpp	3404	static_cast-enum	BrickTileId	r->m_actionCode	BrickTileId k = static_cast<BrickTileId>(r->m_actionCode);	Reviewed individually: these conversions are at raw file, network, UI, serialization, packed-storage, or historically integer-signature boundaries.
e6628d6f72c88dd4	reviewed	src/Gruntz/BattlezMapConfig.cpp	3572	static_cast-enum	BrickTileId	cell->m_actionCode	BrickTileId id = static_cast<BrickTileId>(cell->m_actionCode);	Reviewed individually: these conversions are at raw file, network, UI, serialization, packed-storage, or historically integer-signature boundaries.
3784a8b4af6a1041	reviewed	src/Gruntz/BattlezMapConfig.cpp	4878	IDX		m_ctx->m_options[m_ownerId].m_colorIndex	IDX(m_ctx->m_options[m_ownerId].m_colorIndex),	Audited individually: ColorTint exits feed sprite/shade factories, raw lobby slots, WWD fields, or player-indexed rendering APIs; accompanying category, level-area, owner, and custom-map exits are numeric loop/config/index boundaries.
f415ea9cda487b1c	reviewed	src/Gruntz/BootyStateActivate.cpp	251	IDX		category	for (i32 j = 0; j < IDX(category); j++) {	Audited individually: ColorTint exits feed sprite/shade factories, raw lobby slots, WWD fields, or player-indexed rendering APIs; accompanying category, level-area, owner, and custom-map exits are numeric loop/config/index boundaries.
eceeb90387db10b4	fixed	src/Gruntz/BootyStateActivate.cpp	308	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	a->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
be0deb449cb95fbe	fixed	src/Gruntz/BootyStateActivate.cpp	311	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	slot[k]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
eaff31bc4568bac6	reviewed	src/Gruntz/BootyStateActivate.cpp	415	static_cast-enum	GruntDirection	i	switch (static_cast<GruntDirection>(i)) {	Reviewed individually: these are per-consumer views of generic WWD/animation/shared integer storage; the owner cannot be globally typed because the same slot carries other domains.
814c5136b3010ec2	reviewed	src/Gruntz/BootyStateActivate.cpp	449	static_cast-enum	GruntDirection	i	GenMenuRandPos(static_cast<GruntDirection>(i), &outX, &outY);	Reviewed individually: these are per-consumer views of generic WWD/animation/shared integer storage; the owner cannot be globally typed because the same slot carries other domains.
effd62ed65c293f0	fixed	src/Gruntz/BootyStateActivate.cpp	464	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	e->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
6f090c22db8251e0	fixed	src/Gruntz/BootyStateActivate.cpp	474	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	e->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
b412160f09947c9e	reviewed	src/Gruntz/BootyStateActivate.cpp	477	static_cast-enum	DirectionRingIndex	i	switch (static_cast<DirectionRingIndex>(i)) {	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
4529792f3d7d321c	reviewed	src/Gruntz/BootyStateActivate.cpp	626	IDX	GruntzCommandId	CMD_RETURN_TO_MENU	m_mgr->ReportError(IDX(CMD_RETURN_TO_MENU), 0x459);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
e04b5840a3c15341	reviewed	src/Gruntz/BootyStateActivate.cpp	627	IDX	ErrorStringId	IDS_RESTORE_GAME	m_mgr->ReportError(IDX(IDS_RESTORE_GAME), 0x459);	Each occurrence uses a retail RT_STRING-backed ErrorStringId at the raw Win32 LoadString/ReportError boundary; former CMD_* aliases were replaced from decoded resource evidence.
b18b45e7bd0d38fc	reviewed	src/Gruntz/BootyStateActivate.cpp	717	IDX	QuestLevel	QUESTLEVEL_LAST	if (hud->m_count > IDX(QUESTLEVEL_LAST)) {	All occurrences were inspected: exits are level-number arithmetic, display/save counts, or raw menu API arguments; semantic storage and accessors remain typed.
afda23a06759486b	reviewed	src/Gruntz/BootyStateActivate.cpp	815	static_cast-enum	BootyStatRow	i	FormatHudText(&t2, static_cast<BootyStatRow>(i));	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
4b77609365f1735a	reviewed	src/Gruntz/BootyStateActivate.cpp	836	IDX	QuestLevel	QUESTLEVEL_LAST	if (rec->m_count > IDX(QUESTLEVEL_LAST)) {	All occurrences were inspected: exits are level-number arithmetic, display/save counts, or raw menu API arguments; semantic storage and accessors remain typed.
c7a000d50314abd2	reviewed	src/Gruntz/BootyStateActivate.cpp	888	IDX	GruntzCommandId	CMD_MAIN_MENU	PostMessageA(g_gameReg->m_gameWnd->m_hwnd, WM_COMMAND, IDX(CMD_MAIN_MENU), 0);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
1be049abc5da2a5e	fixed	src/Gruntz/BootyStateActivate.cpp	903	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_visSprites[p]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
f69efa3cf0f1ba9b	fixed	src/Gruntz/BootyStateActivate.cpp	906	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_animSprites[p]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
5484ed8b34e7b170	reviewed	src/Gruntz/BootyStateActivate.cpp	913	static_cast-enum	WarpLetter	p	switch (static_cast<WarpLetter>(p)) {	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
f767726562f47dbf	fixed	src/Gruntz/BootyStateActivate.cpp	934	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_trailSprites[k]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
3d44909d65721bbb	reviewed	src/Gruntz/BootyStateActivate.cpp	951	IDX	QuestLevel	QUESTLEVEL_LAST	} else if (rec->m_allDone != 0 && rec->m_count < IDX(QUESTLEVEL_LAST)	All occurrences were inspected: exits are level-number arithmetic, display/save counts, or raw menu API arguments; semantic storage and accessors remain typed.
5937e29cd00fc2d7	reviewed	src/Gruntz/BootyStateActivate.cpp	976	IDX	QuestLevel	QUESTLEVEL_CAMPAIGN_LAST	if (rec2->m_count == IDX(QUESTLEVEL_CAMPAIGN_LAST)) {	All occurrences were inspected: exits are level-number arithmetic, display/save counts, or raw menu API arguments; semantic storage and accessors remain typed.
d26da4f0fa7fad6f	reviewed	src/Gruntz/BootyStateActivate.cpp	982	IDX	GruntzCommandId	CMD_SHOW_HELP	PostMessageA(g_gameReg->m_gameWnd->m_hwnd, WM_COMMAND, IDX(CMD_SHOW_HELP), 0);	All occurrences were inspected: exits feed raw Win32/menu command IDs, ReportError, or the historically int CheatMgr registration API; the enum remains the source domain.
b38a2277dde0169b	reviewed	src/Gruntz/BootyStateActivate.cpp	1053	IDX		g_gameReg->m_options[i].m_colorIndex	g_gameReg->m_spriteFactory->GetSel(IDX(g_gameReg->m_options[i].m_colorIndex), 0);	Audited individually: ColorTint exits feed sprite/shade factories, raw lobby slots, WWD fields, or player-indexed rendering APIs; accompanying category, level-area, owner, and custom-map exits are numeric loop/config/index boundaries.
8d2625746e79cf61	fixed	src/Gruntz/BootyStateActivate.cpp	1071	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_puddleSprites[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
